CustomerID,Age,Gender,Country,AcquisitionChannel,SignupDate
C00451,43.0,Female,SE,Referral,2025-12-18 00:00:00
C00452,43.0,Female,NL,Organic,2025-11-08 00:00:00
C00453,34.0,Female,US,Organic,16.07.2024
C00454,32.0,Male,GB,Organic,2023-01-29 00:00:00
C00455,32.0,Female,ES,Organic,03.11.2024
C00456,38.0,Female,CA,Email,2024-09-17 00:00:00
C00457,47.0,Male,FR,Email,2023-06-17 00:00:00
C00458,36.0,Female,US,Referral,2024-12-15 00:00:00
C00459,26.0,Female,CA,Organic,2025-08-05
C00460,41.0,Male,NL,Partner,2023-04-30 00:00:00
C00461,42.0,Female,US,Referral,2025-03-26 00:00:00
C00462,40.0,Female,IE,Paid Search,2023-06-08 00:00:00
C00463,41.0,Female,CA,Paid Search,2025-04-23 00:00:00
C00464,32.0,Male,US,Paid Social,2024-04-17 00:00:00
C00465,26.0,Female,US,Organic,2023-01-08 00:00:00
C00466,,Male,US,Paid Search,2025-12-24 00:00:00
C00467,19.0,Female,UK,Referral,2023-07-07 00:00:00
C00468,36.0,Male,US,paid-social,2024-11-02 00:00:00
C00469,33.0,Female,FR,Paid Search,2023-07-24 00:00:00
C00470,30.0,Female,NL,Paid Social,2025-11-17 00:00:00
C00471,18.0,Female,GB,Referral,2025-04-12 00:00:00
C00472,23.0,Female,US,Email,2025-06-25 00:00:00
C00473,44.0,Female,GB,Partner,2024-05-01 00:00:00
C00474,28.0,Female,IT,Paid Social,2024-06-10 00:00:00
C00475,37.0,Male,DE,Paid Social,2024-12-15 00:00:00
C00476,21.0,Non-binary,US,Paid Social,06/03/2025
C00477,47.0,Female,DE,Paid Social,2025-08-12 00:00:00
C00478,33.0,Prefer not to say,GB,Organic,2023-01-21 00:00:00
C00479,37.0,NB,CA,Paid Social,2025-01-17 00:00:00
C00480,55.0,Female,US,Referral,2023-05-04 00:00:00
C00481,48.0,Female,PT,Paid Search,11/21/2023
C00482,31.0,Female,US,Partner,07/23/2025
C00483,29.0,Male,US,Paid Social,2023-10-10 00:00:00
C00484,31.0,Female,US,Paid Search,2025-06-17
C00485,39.0,Female,DE,Organic,2024-06-05 00:00:00
C00486,33.0,Female,GB,Organic,2023-09-20 00:00:00
C00487,30.0,Female,US,Paid Search,12.01.2024
C00488,47.0,Male,GB,Paid Search,2024-08-21 00:00:00
C00489,33.0,Male,FR,E-mail,2025-05-12 00:00:00
C00490,55.0,Female,CA,Organic,2024-11-13 00:00:00
C00491,35.0,Male,SE,Organic,2025-11-17 00:00:00
C00492,105.0,Male,CA,Referral,2025-09-04 00:00:00
C00493,37.0,Male,US,Referral,2025-04-29 00:00:00
C00494,43.0,Female,PL,Paid Search,2024-11-10 00:00:00
C00495,27.0,Female,IT,Organic,2023-11-23 00:00:00
C00496,26.0,Male,CA,E-mail,04/09/2024
C00497,38.0,NB,NL,Organic,2023-05-14 00:00:00
C00498,43.0,Female,DE,Paid Search,2024-02-26 00:00:00
C00499,34.0,Male,CA,Organic,10.11.2025
C00500,22.0,Female,IT,organic,2024-04-24 00:00:00
C00501,,Female,ES,Email,2023-05-09 00:00:00
C00502,21.0,Male,CA,Paid Search,2025-01-04 00:00:00
C00503,18.0,Female, ES,Partner,2025-12-20 00:00:00
C00504,35.0,Male,GB,Paid  Search,2025-09-04 00:00:00
C00505,44.0,Male,US,Organic,2023-11-05 00:00:00
C00506,34.0,Female,IE,Email,2024-05-26 00:00:00
C00507,18.0,Female,DE,Paid Search,2024-08-21 00:00:00
C00508,32.0,Female,DE,Paid Social,2023-10-07 00:00:00
C00509,33.0,Male,DE,Email,2023-10-30 00:00:00
C00510,53.0,Male,DE,Paid Social,2023-09-24 00:00:00
C00511,21.0,Female,CA,Paid Search,2026-01-25 00:00:00
C00512,30.0,Female,IE,Paid Social,2025-04-20 00:00:00
C00513,49.0,Prefer not to say,FR,Organic,2025-08-05 00:00:00
C00514,38.0,Male,FR,Organic,2025-07-09 00:00:00
C00515,39.0,Female,GB,Organic,2025-12-16 00:00:00
C00516,35.0,Female,CA,Partner,2023-04-29 00:00:00
C00517,37.0,Female,US,Paid Social,2025-09-20 00:00:00
C00518,41.0,Male,CA,E-mail,2023-03-17 00:00:00
C00519,27.0,Female,US,Organic,2024-06-19 00:00:00
C00520,42.0,Male,FR,Paid Social,2024-10-31 00:00:00
C00521,22.0,Female,NL,Partner,2024-02-08 00:00:00
C00522,37.0,Female,CA,Organic,2023-06-14 00:00:00
C00523,36.0,Non-binary,CA,Paid Search,2023-08-05 00:00:00
C00524,28.0,Female,FR,Partner,2025-07-18 00:00:00
C00525,34.0,Female,US,Partner,2023-12-26 00:00:00
C00526,28.0,Female,PL,Partner,12/16/2023
C00527,24.0,Female,GB,Organic,2025-11-06 00:00:00
C00528,31.0,Female,US,Organic,2023-06-12 00:00:00
C00529,24.0,Male,US,Paid Search,28.10.2025
C00530,37.0,Prefer not to say,PL,Organic,2025-11-03 00:00:00
C00531,24.0,Female,US,Partner,2024-11-05 00:00:00
C00532,40.0,Female,FR,Organic,2023-07-06 00:00:00
C00533,23.0,Female,US,Paid Social,2023-06-25 00:00:00
C00534,29.0,Female,US,Partner,2023-11-17 00:00:00
C00535,28.0,Male,NL,Email,2024-10-12 00:00:00
C00536,46.0,Female,US,organic,2023-06-23 00:00:00
C00537,37.0,Male,US,Email,2024-05-28 00:00:00
C00538,32.0,Male,DE,Organic,2023-05-11 00:00:00
C00539,38.0,Male,NL,Paid Search,2024-08-31 00:00:00
C00540,18.0,Male,CA,Organic,2023-01-24 00:00:00
C00541,34.0,Male,US,Partner ,2025-03-10 00:00:00
C00542,52.0,Female,PT,Partner,2023-03-04 00:00:00
C00543,35.0,M,FR,Organic,2023-08-08 00:00:00
C00544,35.0,Female,NL,Organic,2023-07-16 00:00:00
C00545,39.0,Male,ES,Paid Search,2025-07-25 00:00:00
C00546,42.0,Female,FR,Organic,2023-03-02 00:00:00
C00547,18.0,Female,GB,Partner,2024-04-28 00:00:00
C00548,19.0,Male,CA,Organic,2024-10-28 00:00:00
C00549,,Female,ES,Referral,2024-08-04 00:00:00
C00550,28.0,Female,ES,Paid Social,2025-02-06 00:00:00
C00551,46.0,Female,PL,Paid Search,2025-06-24 00:00:00
C00552,31.0,Male,DEU,Organic,2024-03-19 00:00:00
C00553,18.0,Female,CA,Email,2025-07-22 00:00:00
C00554,23.0,Female,DE,Paid  Search,2023-12-25 00:00:00
C00555,18.0,Male,FR,Paid Search,2026-01-14 00:00:00
C00556,32.0,Female,GB,Paid Search,2024-07-22 00:00:00
C00557,32.0,Male,IT,Partner,2025-04-09 00:00:00
C00558,30.0,Female,DE,Partner,2025-09-13 00:00:00
C00559,44.0,Male,US,Referral,2025-06-12 00:00:00
C00560,45.0,Male,DE,Paid Social,2025-08-17 00:00:00
C00561,32.0,M,FR,Partner,2024-08-27 00:00:00
C00562,18.0,Female,SE,Organic,2023-02-18 00:00:00
C00563,40.0,Female,GB,Referral,07/09/2024
C00564,39.0,Non-binary,DE,Paid Search,2023-07-24 00:00:00
C00565,37.0,Male,GB,Paid Social,2025-09-29 00:00:00
C00566,43.0,Male,DE,Referrral,2023-09-24 00:00:00
C00567,24.0,Male,US,Email,2023-09-15 00:00:00
C00568,52.0,Female,SE,Paid Search,09.10.2023
C00569,25.0,Male,SE,Paid Social,2024-12-25 00:00:00
C00570,41.0,Non-binary,DE,Partner,2024-10-05 00:00:00
C00571,19.0,Male,DE,Email,2025-12-05 00:00:00
C00572,26.0,Male,US,Referral,2024-04-14 00:00:00
C00573,48.0,Male, ES,Organic,11/15/2023
C00574,32.0,Male,GB,organic,2023-02-25 00:00:00
C00575,42.0,Male,ES,Partner,2023-01-08 00:00:00
C00576,36.0,Female,US,Referral,2024-02-26 00:00:00
C00577,33.0,Male,U.S.,Referral,11/09/2025
C00578,46.0,Female,CA,Paid Social,08/13/2024
C00579,32.0,Female,FR,Partner ,2025-10-04 00:00:00
C00580,18.0,Female,FR,Paid Search,2023-04-25 00:00:00
C00581,27.0,Female,US,Referral,2023-04-16 00:00:00
C00582,39.0,Male,GB,Organic,2025-07-28 00:00:00
C00583,38.0,male ,IT,Paid Social,2023-05-01 00:00:00
C00584,20.0,Male,FR,Referral,2023-02-28 00:00:00
C00585,27.0,Non-binary,US,Partner,2024-03-31 00:00:00
C00586,29.0,Female,GB,Paid Search,2025-11-08 00:00:00
C00587,31.0,Male,CA,Referral,2025-02-15 00:00:00
C00588,22.0,NB,FR,Organic,2023-04-22 00:00:00
C00589,28.0,Female,FR,Organic,2025-08-01 00:00:00
C00590,27.0,Female,US,Paid Search,2025-08-08 00:00:00
C00591,41.0,Female,FR,Organic,2025-06-21 00:00:00
C00592,41.0,Female,ES,Email,2025-10-14 00:00:00
C00593,33.0,Female,DEU,Partner,2023-09-28 00:00:00
C00594,30.0,Female,US,Organic,2026-01-08 00:00:00
C00595,35.0,male ,CA,Partner,2023-12-28 00:00:00
C00596,27.0,Male,GB,Paid Search,2025-06-22 00:00:00
C00597,24.0,Non-binary,US,Referral,10/14/2024
C00598,26.0,Female,GB,Partner,2025-05-28 00:00:00
C00599,28.0,Male,US,Paid Social,2024-12-08 00:00:00
C00600,24.0,Female,US,Organic,2024-12-25 00:00:00
C00601,35.0,Male,FR,Organic,2024-11-25 00:00:00
C00602,41.0,Female,US,Paid Search,2025-05-27
C00603,20.0,Male,ES,Referrral,2025-04-12 00:00:00
C00604,34.0,Female,US,Paid Social,2023-06-01 00:00:00
C00605,32.0,Female,DE,Paid Search,2025-07-19 00:00:00
C00606,37.0,NB,GB,Organic,2024-08-27 00:00:00
C00607,34.0,,IT,Partner,2023-12-31 00:00:00
C00608,21.0,Female,IT,Paid Search,2024-08-02 00:00:00
C00609,23.0,Male,GB,Referral,2025-12-25 00:00:00
C00610,34.0,Male,FR,Paid Social,2025-08-24 00:00:00
C00611,43.0,Female,US,Organic,2025-07-28 00:00:00
C00612,18.0,Male,DE,Organic,2024-06-05 00:00:00
C00613,37.0,Male,US,Paid Search,2025-06-02 00:00:00
C00614,45.0,Male,GB,Paid Search,2024-03-09 00:00:00
C00615,33.0,Female,US,Referral,2025-02-12 00:00:00
C00616,39.0,Male,NL,Referral,2024-12-21 00:00:00
C00617,28.0,Male,GB,Organic,2023-10-09 00:00:00
C00618,33.0,Male,DE,Paid Social,2023-10-28 00:00:00
C00619,19.0,Male,GB,Organic,2023-03-10 00:00:00
C00620,18.0,Male,CA,Organic,2023-06-07 00:00:00
C00621,42.0,Male,US,Referral,2024-05-03 00:00:00
C00622,25.0,Male,SE,Referral,2024-06-22 00:00:00
C00623,30.0,Male,USA,Referral,2023-07-06 00:00:00
C00624,22.0,Female,US,Organic,2024-04-14 00:00:00
C00625,21.0,Male,ES,Paid Social,2024-11-11 00:00:00
C00626,32.0,Male,GB,Paid Search,2023-09-20 00:00:00
C00627,,Female,US,Email,2024-01-17 00:00:00
C00628,37.0,Female,DE,Paid Social,02/19/2024
C00629,38.0,M,US,Email,2024-07-23 00:00:00
C00630,37.0,Male,US,Organic,2024-02-17 00:00:00
C00631,36.0,Male,FR,Partner ,2025-04-10 00:00:00
C00632,48.0,Male,US,Paid  Search,2024-01-05 00:00:00
C00633,24.0,Female ,SE,Paid Search,2024-05-04 00:00:00
C00634,34.0,Male,FR,Paid Social,2024-03-03 00:00:00
C00635,44.0,Female,IT,Paid Search,2023-07-26 00:00:00
C00636,45.0,Male,FR,Email,2025-02-11 00:00:00
C00637,,Female,NL,Organic,2023-09-23 00:00:00
C00638,31.0,Male,GB,Email,2023-12-01 00:00:00
C00639,46.0,Male,DE,Paid Search,2025-06-12 00:00:00
C00640,39.0,Female,DE,Paid Search,2025-12-05 00:00:00
C00641,36.0,Female,SE,Paid Social,2025-01-26 00:00:00
C00642,32.0,Male,US,Organic,2025-10-29 00:00:00
C00643,31.0,Female,DE,Email,2025-08-20
C00644,37.0,Female ,ES,Partner,2024-06-25 00:00:00
C00645,32.0,Male,GB,Referrral,2025-05-18 00:00:00
C00646,34.0,male ,NL,Email,2024-01-06
C00647,35.0,Male,GB,Paid Social,2024-06-02 00:00:00
C00648,28.0,Male,US,Paid Search,2024-08-26 00:00:00
C00649,39.0,Female,DE,Partner,2025-12-18 00:00:00
C00650,60.0,Male,GB,Organic,2025-08-14 00:00:00
C00651,18.0,Male,US,Partner,07/05/2024
C00652,37.0,Male,US,Paid Search,01/05/2025
C00653,27.0,Non-binary,US,Paid Social,2023-08-17 00:00:00
C00654,39.0,Female,USA,Paid Search,2025-06-25 00:00:00
C00655,34.0,Male,SE,Paid Search,2024-09-15 00:00:00
C00656,41.0,Male,DEU,paid-social,2024-08-23 00:00:00
C00657,45.0,Female,US,Paid Search,2025-05-13 00:00:00
C00658,36.0,Male,DE,Paid Search,2024-12-14 00:00:00
C00659,44.0,Female,NL,Organic,2023-03-23 00:00:00
C00660,18.0,Female,ES,Organic,2023-11-21 00:00:00
C00661,48.0,Male,CA,Paid Social,2023-07-19 00:00:00
C00662,37.0,Male,US,Paid Search,2025-04-08 00:00:00
C00663,44.0,Male,SE,Partner ,2023-02-09 00:00:00
C00664,23.0,Male,NL,Organic,2023-08-17 00:00:00
C00665,27.0,Male,US,Paid Social,11/04/2024
C00666,35.0,Female ,IT,Organic,2025-02-22 00:00:00
C00667,34.0,Male,US,Paid Social,2024-07-21 00:00:00
C00668,37.0,Female,US,Paid Social,28.08.2025
C00669,44.0,Female,ES,Paid Social,2025-11-01 00:00:00
C00670,18.0,Male,DE,Paid Search,2023-05-29 00:00:00
C00671,43.0,Male,GB,Paid Search,2025-12-09 00:00:00
C00672,34.0,Male,SE,Organic,2024-11-23 00:00:00
C00673,32.0,Female,IT,Paid Search,2024-12-18 00:00:00
C00674,21.0,Male,US,Paid Search,2023-04-18 00:00:00
C00675,,Female,FR,Paid Social,2024-12-01 00:00:00
C00676,,Female,ES,Paid Search,2025-03-28
C00677,40.0,Female,DE,Referral,2024-10-16 00:00:00
C00678,21.0,Prefer not to say,PT,Paid Search,2023-04-06 00:00:00
C00679,34.0,Female,FR,Organic,2024-08-12 00:00:00
C00680,33.0,Female,US,Organic,2025-11-20 00:00:00
C00681,45.0,Female,US,Organic,2025-03-26
C00682,32.0,NB,IT,Paid Social,2023-06-04 00:00:00
C00683,28.0,Female,PT,Partner,2025-12-17 00:00:00
C00684,29.0,Non-binary,US,,2025-12-16 00:00:00
C00685,45.0,Female,US,Paid Search,2023-07-10 00:00:00
C00686,39.0,Female,ES,Organic,2025-06-21 00:00:00
C00687,31.0,Female,US,organic,2024-04-03 00:00:00
C00688,32.0,NB,US,Organic,2024-10-31 00:00:00
C00689,20.0,Male,NL,Paid Search,2024-05-16 00:00:00
C00690,37.0,Female,IT,Partner,2025-06-01 00:00:00
C00691,18.0,Female,DEU,Paid Search,2026-01-28 00:00:00
C00692,41.0,Non-binary,FR,Organic,2025-06-15 00:00:00
C00693,35.0,Male,CA,Organic,2025-11-15 00:00:00
C00694,55.0,Female,SE,paid-social,12/02/2025
C00695,24.0,male ,CA,Organic,04/12/2023
C00696,33.0,Non-binary,US,Paid Social,2023-10-13 00:00:00
C00697,50.0,Female,NL,Paid Search,2025-03-24
C00698,45.0,Female,FR,Paid Search,2024-10-27 00:00:00
C00699,28.0,Female,SE,Organic,2023-02-26 00:00:00
C00700,36.0,Male,U.S.,Partner,04/18/2023
C00701,34.0,Prefer not to say,PL,Paid Search,2024-08-09 00:00:00
C00702,37.0,Male,FR,Referral,2024-11-25 00:00:00
C00703,28.0,Female,FR,Paid Search,2023-07-09 00:00:00
C00704,33.0,Female,SE,Organic,2023-07-13 00:00:00
C00705,20.0,Male,GB,Paid Search,2023-05-26 00:00:00
C00706,35.0,Male,ES,Paid Search,2024-09-28 00:00:00
C00707,38.0,Male,FR,Paid Search,2023-01-09 00:00:00
C00708,32.0,Female,IT,Referral,2024-10-07 00:00:00
C00709,19.0,Female,SE,Partner,2024-06-20 00:00:00
C00710,43.0,Male,FR,Referral,2024-06-09 00:00:00
C00711,37.0,Female,US,Paid Social,2025-02-04 00:00:00
C00712,27.0,Male,US,Paid Social,2024-08-12 00:00:00
C00713,31.0,Female,PL,Paid Social,2025-03-31 00:00:00
C00714,20.0,Male,IE,paid-social,2025-05-10 00:00:00
C00715,25.0,Male,IE,Referral,2025-11-02 00:00:00
C00716,29.0,Male,DEU,,06/19/2025
C00717,45.0,Female,GB,organic,2024-08-06 00:00:00
C00718,28.0,Male,ES,Partner,2024-07-08 00:00:00
C00719,40.0,F,ES,Referrral,2023-09-23 00:00:00
C00720,29.0,Female,US,organic,2024-11-06 00:00:00
C00721,36.0,Male,FR,Partner,2023-06-06 00:00:00
C00722,33.0,Male,US,Organic,2025-11-15 00:00:00
C00723,,Male,DE,Organic,2025-08-10 00:00:00
C00724,29.0,Non-binary,US,Paid Search,2023-05-15 00:00:00
C00725,20.0,Male,US,Paid Social,06/04/2025
C00726,22.0,Prefer not to say,US,Paid Search,2023-05-12 00:00:00
C00727,29.0,Male,SE,Email,2025-03-23 00:00:00
C00728,23.0,Male,ES,Organic,2023-04-09 00:00:00
C00729,38.0,Male,NLD,paid-social,2024-07-04 00:00:00
C00730,30.0,Male,GB,Paid Social,2025-01-11 00:00:00
C00731,55.0,Female,GB,Organic,2025-04-01 00:00:00
C00732,18.0,Female,CA,Referral,2024-04-16 00:00:00
C00733,36.0,Male,FR,Paid Search,04.11.2025
C00734,24.0,Female,CA,Email,22.05.2025
C00735,,Female,ES,Paid Social,2023-08-23 00:00:00
C00736,35.0,Non-binary,IT,Organic,2025-01-26 00:00:00
C00737,18.0,Non-binary,NL,Organic,2025-04-03 00:00:00
C00738,36.0,Female,US,Organic,2024-01-12 00:00:00
C00739,51.0,Female,DE,Email,2025-04-11 00:00:00
C00740,30.0,Female,NLD,Paid Social,2025-10-09 00:00:00
C00741,36.0,Female,US,Paid Search,2025-07-09 00:00:00
C00742,43.0,Female,ES,Organic,09.05.2025
C00743,33.0,Male,DE,Partner,2024-12-16 00:00:00
C00744,29.0,Female,ES,Organic,2023-11-01 00:00:00
C00745,18.0,Non-binary,US,Referral,2025-06-15 00:00:00
C00746,40.0,Male,PT,Referral,2024-02-15 00:00:00
C00747,33.0,Female,PT,Organic,2024-08-22 00:00:00
C00748,25.0,F,GB,Paid Search,2023-12-21 00:00:00
C00749,35.0,Male,NL,,2023-12-19 00:00:00
C00750,29.0,Female,US,Paid Search,2023-06-27 00:00:00
C00751,29.0,Non-binary,ES,Email,2025-12-19 00:00:00
C00752,39.0,Non-binary,NL,Paid Social,2023-06-16 00:00:00
C00753,22.0,Male,IT,Partner,2023-04-08 00:00:00
C00754,43.0,Male,IT,Paid Social,2025-11-21 00:00:00
C00755,21.0,Female,GB,Organic,2024-09-17 00:00:00
C00756,28.0,Male,IT,Referral,2024-05-08 00:00:00
C00757,51.0,Male,FR,Paid Search,2025-04-11 00:00:00
C00758,44.0,Male,US,Organic,2024-03-08 00:00:00
C00759,35.0,Male,US,Paid Search,2023-05-25 00:00:00
C00760,26.0,Female ,ES,Paid Social,2025-04-02 00:00:00
C00761,29.0,NB, ES,Referral,2023-07-18 00:00:00
C00762,35.0,Female,DE,Referrral,2024-09-15 00:00:00
C00763,34.0,Female,SE,Partner,2025-12-05 00:00:00
C00764,33.0,Male,FR,Paid Search,2025-11-21 00:00:00
C00765,34.0,Male,GB,Organic,2024-02-11 00:00:00
C00766,32.0,Male,GB,Organic,2025-05-29 00:00:00
C00767,21.0,Male,FR,Referral,2024-11-21 00:00:00
C00768,29.0,M,ES,Paid Search,06/24/2024
C00769,42.0,Male,,Paid Search,2023-06-07 00:00:00
C00770,105.0,Male,DE,Organic,2024-02-29 00:00:00
C00771,32.0,Male,ES,Paid Social,2025-01-04 00:00:00
C00772,27.0,Female,ES,Referral,01/16/2026
C00773,35.0,Female,IT,Paid Search,2023-01-06 00:00:00
C00774,31.0,Non-binary,US,Email,2025-03-19 00:00:00
C00775,47.0,Female,ES,Organic,2025-08-11 00:00:00
C00776,39.0,Female,DE,Organic,2025-12-07 00:00:00
C00777,22.0,Male,US,Paid  Search,2024-04-22 00:00:00
C00778,40.0,Female,FR,Referral,2023-05-14 00:00:00
C00779,27.0,Male,ES,Organic,2023-11-02 00:00:00
C00780,29.0,Male,DE,Paid Social,2025-08-16 00:00:00
C00781,37.0,Male,IT,E-mail,2025-09-16 00:00:00
C00782,30.0,Male,CA,Paid Social,18.12.2024
C00783,42.0,Male,US,E-mail,2023-05-19 00:00:00
C00784,27.0,Female,CA,Email,2023-05-18 00:00:00
C00785,28.0,Female,DEU,Referrral,2024-06-22 00:00:00
C00786,28.0,Female,FR,Paid Social,2024-10-24 00:00:00
C00787,29.0,Female,NL,Paid Social,2023-02-06 00:00:00
C00788,44.0,Female,ES,Paid Search,2025-02-12 00:00:00
C00789,40.0,Male,US,Organic,09/05/2024
C00790,49.0,Female,GB,Email,2023-01-14 00:00:00
C00791,54.0,Female,US,Organic,2023-04-18 00:00:00
C00792,25.0,Male,FR,Referral,2024-05-27 00:00:00
C00793,35.0,Male,UK,E-mail,2025-03-25 00:00:00
C00794,23.0,Non-binary,DE,Referral,2025-07-19 00:00:00
C00795,27.0,Female,IT,Organic,2024-05-01 00:00:00
C00796,28.0,Female,FR,Email,2023-11-29 00:00:00
C00797,24.0,Female,CA,,2025-12-27 00:00:00
C00798,25.0,Male,CA,Organic,2024-05-31 00:00:00
C00799,33.0,Female,FR ,Paid Social,2023-12-22 00:00:00
C00800,23.0,Male,DE,Paid Social,2024-05-13
C00801,42.0,Male,US,Paid Search,2023-01-14 00:00:00
C00802,26.0,Female,NL,Organic,2023-12-07 00:00:00
C00803,59.0,F,DE,Referral,2024-08-04 00:00:00
C00804,30.0,Female,GB,Paid  Search,2025-11-01 00:00:00
C00805,35.0,Male,US,Paid Search,2025-04-11 00:00:00
C00806,22.0,Female,GB,Partner,30.05.2025
C00807,49.0,Female,CA,Organic,2024-09-06 00:00:00
C00808,44.0,Female,US,Organic,05/05/2023
C00809,37.0,Female,DE,Paid Social,2024-03-16 00:00:00
C00810,22.0,Non-binary,GB,Organic,2026-01-28 00:00:00
C00811,36.0,Female,NL,Organic,2023-02-19 00:00:00
C00812,24.0,Female,PL,Paid Search,2025-09-17 00:00:00
C00813,47.0,Female,NLD,Organic,2025-02-10 00:00:00
C00814,41.0,Male,US,E-mail,2023-11-16 00:00:00
C00815,35.0,Male,IT,Referral,2025-05-26 00:00:00
C00816,18.0,Male,PT,Paid Social,2025-08-01 00:00:00
C00817,25.0,Male,NL,Partner,02/18/2023
C00818,40.0,Male,US,Paid Social,2023-04-30 00:00:00
C00819,45.0,Male,US,Paid Search,2025-01-20 00:00:00
C00820,44.0,Female,DEU,Organic,2026-01-30 00:00:00
C00821,20.0,Male,IT,Referral,2023-01-28 00:00:00
C00822,37.0,Female,DE,Organic,2025-01-20 00:00:00
C00823,43.0,Male,DE,Partner ,06/03/2023
C00824,19.0,Female,DE,paid-social,2025-01-02 00:00:00
C00825,34.0,Male,US,Referral,2024-12-03 00:00:00
C00826,,Female,FR,Paid Social,2023-04-12 00:00:00
C00827,31.0,Male,USA,Organic,2025-02-06 00:00:00
C00828,18.0,Female,FR,,2025-10-07 00:00:00
C00829,31.0,male ,ES,Paid Search,31.08.2025
C00830,31.0,Non-binary,FR,Referral,2023-02-02 00:00:00
C00831,33.0,Male,CA,Paid Search,2023-10-05 00:00:00
C00832,29.0,Female,DEU,Organic,2023-09-29 00:00:00
C00833,30.0,Male,ES,Organic,2024-05-25 00:00:00
C00834,34.0,Female,US,Paid Social,2023-06-11 00:00:00
C00835,38.0,Female,US,Paid Social,20.08.2025
C00836,31.0,Male,FR,Organic,2025-05-25 00:00:00
C00837,30.0,Male,CA,Organic,2025-06-30 00:00:00
C00838,35.0,Male,US,Organic,2023-08-12 00:00:00
C00839,18.0,Male,US,Organic,2023-01-17 00:00:00
C00840,38.0,Prefer not to say,US,Paid Social,2025-10-23 00:00:00
C00841,34.0,Male,,Organic,2023-11-22 00:00:00
C00842,34.0,Male,FR,Paid Social,2025-01-09 00:00:00
C00843,43.0,Non-binary,US,Referral,2025-10-21 00:00:00
C00844,18.0,Male,ES,Email,2023-02-10 00:00:00
C00845,18.0,Male,CA,Email,2023-01-07 00:00:00
C00846,36.0,Female,CA,Organic,2023-01-07 00:00:00
C00847,34.0,Female,USA,Organic,2023-06-26 00:00:00
C00848,36.0,Female,USA,Paid Search,2023-02-28 00:00:00
C00849,30.0,Female,PL,Referral,2025-07-13 00:00:00
C00850,40.0,Prefer not to say,DE,Organic,2024-11-13 00:00:00
C00851,42.0,Male,US,Paid Search,2026-01-09 00:00:00
C00852,38.0,Prefer not to say,US,Organic,2025-06-22 00:00:00
C00853,32.0,Female,US,E-mail,2025-12-21 00:00:00
C00854,18.0,Non-binary,NL,Referral,2023-09-26 00:00:00
C00855,41.0,Male,US,Paid Social,2023-11-21 00:00:00
C00856,45.0,Male,IE,Paid Social,2025-08-15 00:00:00
C00857,40.0,Female,DE,Partner,2023-10-03 00:00:00
C00858,26.0,Female,DE,Organic,2023-03-06 00:00:00
C00859,40.0,Female,NL,Organic,2025-01-24 00:00:00
C00860,42.0,Non-binary,US,paid-social,2025-06-21 00:00:00
C00861,48.0,Female,ES,Paid Social,2025-12-27 00:00:00
C00862,26.0,Male,US,Paid Social,2025-11-11 00:00:00
C00863,32.0,Male,NL,E-mail,2023-05-16 00:00:00
C00864,41.0,Male,DE,Email,2025-05-20 00:00:00
C00865,35.0,Male,US,Paid Search,2025-08-11 00:00:00
C00866,24.0,Male,IT,Paid Search,2025-02-25 00:00:00
C00867,38.0,Female,US,Paid Social,2025-07-12 00:00:00
C00868,39.0,Female,US,Email,2025-08-02 00:00:00
C00869,35.0,Female,IT,Paid Social,2024-05-18 00:00:00
C00870,36.0,Male,GB,Email,2023-02-15 00:00:00
C00871,32.0,Female,U.S.,Organic,2024-05-29 00:00:00
C00872,47.0,Female,FR,Paid Social,2023-08-16 00:00:00
C00873,26.0,Female,FR,organic,05/09/2023
C00874,29.0,Female,CA,Paid Search,2023-05-21 00:00:00
C00875,34.0,Female,US,Paid Search,2025-02-24 00:00:00
C00876,42.0,Female,IE,Email,2024-07-22 00:00:00
C00877,21.0,Female,US,Organic,2024-08-31 00:00:00
C00878,22.0,Female,DE,Paid Search,2025-04-19 00:00:00
C00879,18.0,Male,US,Partner,2024-09-09 00:00:00
C00880,34.0,Male, ES,Partner,2024-12-11
C00881,24.0,Male,DE,Email,2023-04-07 00:00:00
C00882,31.0,Female,IT,Partner,2025-08-17 00:00:00
C00883,40.0,Female,ES,Organic,2024-05-20 00:00:00
C00884,28.0,Female,NL,Email,2023-06-24 00:00:00
C00885,36.0,Male,CA,Paid Search,2025-07-05 00:00:00
C00886,31.0,Male,GB,Paid Social,2025-04-07 00:00:00
C00887,40.0,Female,US,Partner ,2023-03-01 00:00:00
C00888,38.0,Male,ES,Referral,08/06/2023
C00889,28.0,Non-binary,CA,Paid Social,2023-01-18 00:00:00
C00890,32.0,Male,DE,Partner,2023-11-02 00:00:00
C00891,43.0,Female,US,Organic,2023-04-23 00:00:00
C00892,38.0,Female,,Organic,2025-03-11 00:00:00
C00893,21.0,Female,IT,Paid Search,2024-08-11 00:00:00
C00894,40.0,Male,NL,Organic,2026-01-09 00:00:00
C00895,24.0,Female,US,Referrral,2025-04-24 00:00:00
C00896,47.0,Female,PT,Organic,2024-11-20 00:00:00
C00897,,Female,US,Partner ,2024-07-27 00:00:00
C00898,37.0,Female,CA,Organic,2023-03-03 00:00:00
C00899,35.0,Male,US,,2023-03-21 00:00:00
C00900,32.0,Female,US,Paid Social,2024-11-25 00:00:00
C00901,40.0,Male,DE,Paid Search,2023-01-05 00:00:00
