CustomerID,PlanType,MonthlyFee,ContractType,StartDate,EndDate
C00409,Basic,19.73,Month-to-Month,2025-11-26 00:00:00,
C00410,Standard,39.39,Month-to-Month,2023-01-17 00:00:00,
C00411,Basic,19.76,Month-to-Month,2023-07-28 00:00:00,
C00412,Standard,35.05,Annual,2023-09-18 00:00:00,
C00413,Standard,44.59,Month-to-Month,2023-11-20 00:00:00,
C00414,Basic,20.08,Annual,2023-05-30 00:00:00,
C00415,Basic,18.56,Month-to-Month,2023-01-23 00:00:00,2023-08-24 00:00:00
C00416,Pro,73.09,Annual,2025-02-16 00:00:00,
C00417,Basic,20.64,Quarterly,2026-01-02 00:00:00,
C00418,Pro,72.04,M2M,2023-05-19 00:00:00,
C00419,Standard,46.06,Month-to-Month,2023-12-11 00:00:00,
C00420,Ent,37.09,Annual,2024-07-27 00:00:00,
C00421,Basic,,Month-to-Month,2025-11-19 00:00:00,2026-01-09 00:00:00
C00422,Basic,18.72,,03/05/2025,
C00423,Basic,21.4,Month-to-Month,2025-05-23 00:00:00,
C00424,Standard,36.71,Quarterly,2024-10-19 00:00:00,2025-11-25 00:00:00
C00425,Enterprise,199.3,Month-to-Month,2024-04-17 00:00:00,
C00426,Pro,84.09,Month-to-Month,2023-08-17 00:00:00,2024-07-13 00:00:00
C00427,Basic,20.01,Month-to-Month,2025-09-10 00:00:00,2025-12-30 00:00:00
C00428,Basic,20.67,Annual,2025-07-05 00:00:00,
C00429,Ent,18.26,Month-to-Month,2023-02-05 00:00:00,
C00430,Enterprise,200.35,Quarterly,2025-03-22 00:00:00,
C00431,Basic,20.9,Annual,2023-04-06,2024-08-07 00:00:00
C00432,Basic,17.93,Month-to-Month,04/24/2025,
C00433,Standard,40.79,Month-to-Month,2025-07-28 00:00:00,
C00434,Standard,38.32,Annual,2023-06-06 00:00:00,
C00435,Basic,,Annual,2024-05-04 00:00:00,
C00436,Std,39.26,Month-to-Month,05/24/2023,
C00437,Basic,17.8,Month-to-Month,2024-10-05 00:00:00,
C00438,Basic,18.6,Month-to-Month,2025-11-19 00:00:00,2025-12-04 00:00:00
C00439,Basic,19.22,month to month,2023-04-13 00:00:00,
C00440,Basic,18.84,,2024-04-05 00:00:00,
C00441,Enterprise,224.04,Month-to-Month,2026-01-08 00:00:00,
C00442,Standard,42.15,Month-to-Month,2023-12-11 00:00:00,
C00443,Standard,39.9,Quarterly,2023-06-05 00:00:00,
C00444,Basic,17.84,Annual,2024-07-15 00:00:00,
C00445,Standard,36.43,Annual,2024-07-30 00:00:00,2024-10-16 00:00:00
C00446,Enterprise,230.42,annually,2025-01-23 00:00:00,
C00447,Basic,17.46,Annual,2023-12-31 00:00:00,
C00448,Enterprise,200.81,Month-to-Month,2025-12-20 00:00:00,
C00449,Standard,40.13,Annual,2024-08-17 00:00:00,
C00450,Standard,38.03,Month-to-Month,2023-11-30 00:00:00,
C00451,Basic,,Month-to-Month,2025-12-22 00:00:00,
C00452,Standard,36.55,Quarterly,2025-11-08 00:00:00,
C00453,Standard,37.29,Quarterly,2024-07-27 00:00:00,2025-10-14 00:00:00
C00454,Pro,74.52,Month-to-Month,2023-02-04,
C00455,Pro,87.39,Annual,2024-11-07 00:00:00,
C00456,Basic,18.99,Month-to-Month,2024-09-18 00:00:00,
C00457,Pro,75.69,Month-to-Month,2023-06-30 00:00:00,
C00458,Pro,79.68,Month-to-Month,25.12.2024,
C00459,Ent,41.08,Month-to-Month,2025-08-09 00:00:00,12/08/2025
C00460,Basic,18.48,Annual,2023-05-09 00:00:00,2024-03-08 00:00:00
C00461,Basic,20.37,Month-to-Month,2025-04-01 00:00:00,04.01.2026
C00462,Basic,17.07,M2M,2023-06-12 00:00:00,2024-05-04 00:00:00
C00463,Basic,20.78,Quarterly,2025-04-27 00:00:00,
C00464,Enterprise,198.86,Month-to-Month,2024-04-18 00:00:00,
C00465,Basic,18.93,Month-to-Month,2023-01-22 00:00:00,
C00466,Standard,36.84,Month-to-Month,2026-01-06 00:00:00,
C00467,Standard,35.17,Month-to-Month,2023-07-20 00:00:00,
C00468,Standard,33.8,Month-to-Month,2024-11-06 00:00:00,
C00469,Basic,17.84,Annual,2023-08-07 00:00:00,
C00470,Standard,40.83,Quarterly,2025-11-21 00:00:00,11.12.2025
C00471,PRO ,36.0,Month-to-Month,2025-04-24 00:00:00,
C00472,Standard,34.17,Month-to-Month,2025-06-26 00:00:00,
C00473,Basic,17.62,Month-to-Month,2024-05-05 00:00:00,
C00474,Standard,37.8,Quarterly,2024-06-18 00:00:00,
C00475,Basic,18.47,Month-to-Month,2024-12-29 00:00:00,
C00476,Standard,,Month-to-Month,2025-06-06 00:00:00,2025-12-05 00:00:00
C00477,Standard,42.22,Quarterly,2025-08-18 00:00:00,
C00478,Basic,20.9,Annual,2023-02-02 00:00:00,2024-01-16 00:00:00
C00479,Pro,91.67,Month-to-Month,2025-01-24 00:00:00,
C00480,Basic,16.53,Month-to-Month,2023-05-14 00:00:00,
C00481,Pro,73.59,Month-to-Month,2023-11-27 00:00:00,05/07/2024
C00482,Pro,83.41,Quarterly,2025-07-23 00:00:00,
C00483,Basic,18.31,Month-to-Month,2023-10-14 00:00:00,
C00484,Basic,20.31,Month-to-Month,2025-06-25 00:00:00,
C00485,Basic,19.31,Annual,2024-06-05 00:00:00,2024-09-19 00:00:00
C00486,Pro,,Month-to-Month,2023-09-23 00:00:00,
C00487,PRO ,42.25,Month-to-Month,2024-01-26 00:00:00,
C00488,Basic,20.61,Quarterly,2024-08-21,
C00489,Standard,37.71,Month-to-Month,2025-05-15 00:00:00,
C00490,Basic,18.85,Quarterly,2024-11-22 00:00:00,
C00491,Standard,38.05,Annual,2025-11-25 00:00:00,
C00492,Standard,34.3,annually,2025-09-07 00:00:00,
C00493,Basic,21.24,Annual,2025-04-29 00:00:00,2026-01-23 00:00:00
C00494,Pro,83.71,Annual,2024-11-23,
C00495,Basic,18.48,Annual,2023-12-01 00:00:00,
C00496,Standard,43.07,Annual,2024-04-17 00:00:00,
C00497,Standard,37.03,Month-to-Month,2023-05-14 00:00:00,
C00498,Enterprise,169.74,Month-to-Month,2024-02-29 00:00:00,
C00499,Standard,42.14,Annual,11/11/2025,
C00500,Pro,70.92,Month-to-Month,2024-05-08 00:00:00,
C00501,Basic,18.7,Month-to-Month,2023-05-20 00:00:00,24.07.2023
C00502,Pro,80.3,Month-to-Month,2025-01-12 00:00:00,2025-10-09 00:00:00
C00503,Basic,19.59,Month-to-Month,2025-12-30 00:00:00,
C00504,Standard,41.65,Annual,2025-09-06 00:00:00,
C00505,Basic,19.88,,2023-11-19 00:00:00,
C00506,Enterprise,207.75,Annual,2024-06-02 00:00:00,
C00507,Pro,74.0,Month-to-Month,2024-08-28 00:00:00,2025-10-11 00:00:00
C00508,Standard,39.92,Qtr,10/21/2023,
C00509,Standard,,Annual,2023-10-31 00:00:00,
C00510,Standard,43.87,Month-to-Month,2023-09-30 00:00:00,
C00511,Basic,16.87,Annual,2026-01-26 00:00:00,
C00512,Standard,37.92,Annual,2025-04-26 00:00:00,
C00513,Standard,34.89,Month-to-Month,2025-08-09 00:00:00,2026-01-17 00:00:00
C00514,Standard,36.72,Month-to-Month,2025-07-15,
C00515,Basic,19.02,Annual,2025-12-26 00:00:00,
C00516,Pro,75.66,Month-to-Month,2023-05-03 00:00:00,
C00517,Basic,20.74,Quarterly,2025-09-20 00:00:00,
C00518,Standard,39.71,Annual,2023-03-19 00:00:00,
C00519,Basic,18.3,Month-to-Month,2024-06-29 00:00:00,2025-04-10 00:00:00
C00520,Basic,18.8,Annual,2024-11-08 00:00:00,
C00521,,20.85,Month-to-Month,2024-02-22 00:00:00,
C00522,Basic,20.38,Month-to-Month,2023-06-27 00:00:00,
C00523,Standard,35.45,Quarterly,2023-08-07 00:00:00,
C00524,Standard,36.88,Annual,2025-07-29 00:00:00,
C00525,Standard,40.48,Annual,2023-12-27 00:00:00,
C00526,Standard,40.1,Annual,2023-12-17 00:00:00,
C00527,Basic,17.4,Month-to-Month,2025-11-17 00:00:00,
C00528,Basic,20.14,Month-to-Month,2023-06-18 00:00:00,
C00529,Standard,36.22,Month-to-Month,11.11.2025,
C00530,Standard,43.07,Month-to-Month,2025-11-03 00:00:00,2025-12-15 00:00:00
C00531,Standard,40.65,Month-to-Month,11/12/2024,2025-12-17
C00532,Basic,17.28,Month-to-Month,2023-07-10 00:00:00,
C00533,Pro,75.66,Annual,09.07.2023,
C00534,Basic,18.17,Month-to-Month,2023-11-27 00:00:00,
C00535,Standard,39.5,Annual,2024-10-23 00:00:00,
C00536,Basic,18.69,Annual,2023-06-27 00:00:00,
C00537,Standard,35.43,Quarterly,2024-06-10 00:00:00,
C00538,Basic,16.88,Month-to-Month,2023-05-23 00:00:00,2023-08-07 00:00:00
C00539,Standard,40.71,Quarterly,2024-09-11 00:00:00,
C00540,Basic,19.44,Annual,2023-01-31 00:00:00,
C00541,Standard,39.33,Month-to-Month,2025-03-23 00:00:00,
C00542,Basic,19.41,Month-to-Month,2023-03-14 00:00:00,
C00543,Standard,37.07,Month-to-Month,2023-08-08 00:00:00,
C00544,Basic,19.28,Annual,2023-07-29 00:00:00,2023-12-09 00:00:00
C00545,Basic,22.86,Annual,25.07.2025,18.11.2025
C00546,Standard,42.66,Month-to-Month,2023-03-12 00:00:00,2023-06-17 00:00:00
C00547,Basic,18.56,Annual,2024-05-01 00:00:00,
C00548,Basic,18.2,Month-to-Month,2024-11-10 00:00:00,
C00549,Ent,60.92,Month-to-Month,2024-08-14 00:00:00,
C00550,Pro,85.75,Quarterly,2025-02-18 00:00:00,
C00551,Pro,83.97,Quarterly,2025-07-04 00:00:00,
C00552,Basic,18.17,Annual,2024-03-27 00:00:00,
C00553,Standard,34.53,Month-to-Month,2025-08-03 00:00:00,
C00554,Pro,71.7,Month-to-Month,2023-12-29 00:00:00,
C00555,Basic,19.68,Month-to-Month,2026-01-21 00:00:00,
C00556,Standard,38.72,Month-to-Month,2024-07-26 00:00:00,
C00557,Basic,20.05,month to month,2025-04-10 00:00:00,
C00558,Pro,79.55,Quarterly,2025-09-26 00:00:00,
C00559,Standard,42.02,Annual,2025-06-19 00:00:00,
C00560,Std,40.15,Month-to-Month,2025-08-17 00:00:00,
C00561,Standard,41.59,Month-to-Month,2024-09-08 00:00:00,
C00562,Basic,15.82,Month-to-Month,2023-03-04 00:00:00,
C00563,Basic,17.12,Month-to-Month,2024-07-18 00:00:00,
C00564,Standard,37.86,Annual,2023-07-28 00:00:00,
C00565,PRO ,,Month-to-Month,2025-10-11 00:00:00,
C00566,Standard,44.87,Annual,2023-10-05 00:00:00,
C00567,Basic,18.75,Month-to-Month,2023-09-19 00:00:00,
C00568,Standard,37.09,Month-to-Month,2023-10-13 00:00:00,
C00569,Basic,16.03,Qtr,2025-01-08 00:00:00,
C00570,Basic,20.31,Month-to-Month,2024-10-19 00:00:00,2026-01-29 00:00:00
C00571,Pro,75.52,Month-to-Month,2025-12-15 00:00:00,
C00572,Standard,48.23,Annual,2024-04-14 00:00:00,
C00573,Standard,36.69,Month-to-Month,2023-11-18 00:00:00,
C00574,Enterprise,232.52,Month-to-Month,2023-03-02 00:00:00,
C00575,Basic,20.14,Month-to-Month,2023-01-16 00:00:00,2024-02-09 00:00:00
C00576,Pro,72.5,Month-to-Month,2024-03-10 00:00:00,
C00577,Ent,39.72,Month-to-Month,2025-11-21 00:00:00,2026-01-13 00:00:00
C00578,Standard,41.41,Qtr,2024-08-17 00:00:00,
C00579,Basic,18.66,Annual,2025-10-05 00:00:00,
C00580,Basic,20.27,Quarterly,2023-04-29 00:00:00,2024-10-09 00:00:00
C00581,Standard,41.55,Month-to-Month,2023-04-19 00:00:00,
C00582,Basic,19.91,Month-to-Month,2025-08-10 00:00:00,
C00583,Basic,18.97,Month-to-Month,2023-05-01 00:00:00,
C00584,Standard,35.33,Month-to-Month,2023-03-12 00:00:00,
C00585,Standard,38.76,Month-to-Month,2024-04-09 00:00:00,
C00586,Basic,19.27,Annual,2025-11-09 00:00:00,
C00587,Standard,33.15,Month-to-Month,2025-02-25 00:00:00,
C00588,,80.07,Month-to-Month,2023-04-30 00:00:00,
C00589,Standard,38.7,Annual,2025-08-01 00:00:00,
C00590,Pro,70.81,Annual,2025-08-11 00:00:00,
C00591,Standard,37.96,Month-to-Month,2025-06-26 00:00:00,2026-01-25 00:00:00
C00592,Basic,18.53,Month-to-Month,2025-10-17 00:00:00,2026-01-25 00:00:00
C00593,Basic,21.93,Quarterly,2023-10-06 00:00:00,
C00594,Pro,,Month-to-Month,2026-01-17 00:00:00,
C00595,Standard,42.23,Annual,2023-12-30 00:00:00,
C00596,Pro,78.26,Annual,2025-06-23 00:00:00,
C00597,Enterprise,169.17,Month-to-Month,2024-10-23 00:00:00,2025-07-10 00:00:00
C00598,Basic,20.02,Month-to-Month,2025-06-04 00:00:00,
C00599,Basic,18.0,Month-to-Month,2024-12-11 00:00:00,
C00600,Standard,37.95,Month-to-Month,2024-12-28 00:00:00,
C00601,Pro+,17.4,Month-to-Month,2024-11-25 00:00:00,
C00602,Standard,39.23,Annual,2025-06-08,2025-10-08 00:00:00
C00603,Pro,85.73,,2025-04-24 00:00:00,
C00604,Standard,41.91,Qtr,2023-06-09 00:00:00,
C00605,Basic,21.41,Quarterly,2025-07-24 00:00:00,2026-01-30 00:00:00
C00606,Standard,44.39,Annual,30.08.2024,
C00607,Basic,15.89,Qtr,2024-01-04 00:00:00,
C00608,Pro,71.46,Month-to-Month,2024-08-15 00:00:00,2025-11-20 00:00:00
C00609,Basic,16.25,Annual,2025-12-26 00:00:00,
C00610,Pro,82.99,Annual,2025-09-05 00:00:00,
C00611,Standard,36.84,Month-to-Month,2025-08-01 00:00:00,
C00612,basic,37.47,Annual,2024-06-08 00:00:00,
C00613,Standard,38.32,Month-to-Month,06/14/2025,
C00614,Basic,19.58,Month-to-Month,2024-03-23 00:00:00,
C00615,Standard,34.37,Annual,2025-02-26 00:00:00,
C00616,Pro,71.04,Month-to-Month,2024-12-25 00:00:00,
C00617,Pro,79.01,Month-to-Month,2023-10-17 00:00:00,
C00618,Basic,20.82,annually,11/01/2023,2024-07-30 00:00:00
C00619,Standard,38.92,Annual,03/12/2023,
C00620,Pro,74.0,Month-to-Month,2023-06-12 00:00:00,
C00621,Pro,65.42,Annual,05/03/2024,
C00622,Standard,41.97,Month-to-Month,2024-06-24 00:00:00,
C00623,Basic,17.88,Annual,2023-07-14 00:00:00,
C00624,Pro,71.75,Month-to-Month,2024-04-24 00:00:00,
C00625,Pro+,16.39,Quarterly,11/15/2024,
C00626,Std,16.81,Annual,2023-09-28 00:00:00,2025-01-14 00:00:00
C00627,Standard,36.0,Month-to-Month,2024-01-28 00:00:00,
C00628,Basic,18.64,Month-to-Month,2024-03-03 00:00:00,2024-11-09 00:00:00
C00629,Pro,71.36,Month-to-Month,2024-07-31 00:00:00,
C00630,Basic,19.28,Annual,2024-02-20 00:00:00,
C00631,Standard,38.23,Annual,20.04.2025,
C00632,Enterprise,234.37,Annual,2024-01-07 00:00:00,
C00633,Enterprise,171.87,Quarterly,2024-05-06 00:00:00,
C00634,Pro,80.02,Month-to-Month,2024-03-08 00:00:00,
C00635,Pro,80.1,Annual,2023-07-30 00:00:00,2024-06-08 00:00:00
C00636,Basic,17.43,Month-to-Month,2025-02-13 00:00:00,
C00637,,200.52,Annual,2023-09-23 00:00:00,
C00638,Pro,83.86,Month-to-Month,12/15/2023,
C00639,Standard,39.3,Annual,22.06.2025,
C00640,Basic,21.1,month to month,2025-12-15 00:00:00,
C00641,Basic,15.69,Month-to-Month,01/26/2025,
C00642,Standard,36.37,Month-to-Month,2025-11-09 00:00:00,
C00643,Standard,43.6,Quarterly,2025-08-25 00:00:00,
C00644,Basic,20.39,Month-to-Month,2024-07-06 00:00:00,
C00645,Basic,19.82,Month-to-Month,2025-05-25 00:00:00,2025-12-05 00:00:00
C00646,Standard,42.85,Month-to-Month,01/09/2024,
C00647,Basic,16.09,Month-to-Month,2024-06-05 00:00:00,2025-01-11 00:00:00
C00648,Pro,84.03,Quarterly,2024-08-28 00:00:00,19.06.2025
C00649,Basic,20.62,Quarterly,2025-12-30 00:00:00,
C00650,PRO ,18.0,Annual,2025-08-20 00:00:00,29.01.2026
C00651,Basic,23.0,Annual,2024-07-16 00:00:00,03.11.2025
C00652,Pro,80.24,Month-to-Month,2025-01-17 00:00:00,
C00653,Pro,65.14,Month-to-Month,2023-08-19 00:00:00,
C00654,Basic,19.58,Annual,2025-06-29 00:00:00,
C00655,Basic,17.91,Annual,16.09.2024,
C00656,Standard,42.63,Month-to-Month,2024-08-23 00:00:00,
C00657,Basic,19.83,Annual,2025-05-27 00:00:00,
C00658,Standard,37.13,Month-to-Month,2024-12-23 00:00:00,
C00659,Basic,21.28,Month-to-Month,2023-03-29 00:00:00,
C00660,Standard,41.93,Month-to-Month,2023-11-24 00:00:00,
C00661,Basic,17.74,Annual,2023-07-27 00:00:00,
C00662,Standard,38.53,Annual,04/16/2025,
C00663,Standard,40.61,Month-to-Month,2023-02-12 00:00:00,2023-12-25 00:00:00
C00664,Pro+,18.45,Annual,2023-08-17 00:00:00,
C00665,Basic,18.49,Annual,2024-11-11 00:00:00,
C00666,Basic,19.06,Month-to-Month,2025-03-01 00:00:00,
C00667,basic,17.38,Annual,2024-08-01 00:00:00,
C00668,Enterprise,163.45,Month-to-Month,2025-09-02 00:00:00,2025-12-17 00:00:00
C00669,Basic,19.36,Month-to-Month,2025-11-02 00:00:00,2025-12-04 00:00:00
C00670,Basic,15.98,Month-to-Month,2023-06-11 00:00:00,
C00671,Basic,17.49,Month-to-Month,12/15/2025,
C00672,Standard,33.47,Month-to-Month,2024-12-03 00:00:00,
C00673,Pro,68.58,Month-to-Month,2024-12-18 00:00:00,
C00674,,81.69,Month-to-Month,2023-04-18 00:00:00,
C00675,Standard,38.31,Qtr,01.12.2024,
C00676,Pro,77.37,Annual,2025-04-08 00:00:00,
C00677,Basic,,Month-to-Month,2024-10-19 00:00:00,
C00678,Pro,74.86,Month-to-Month,2023-04-17 00:00:00,2023-12-25 00:00:00
C00679,Pro,81.38,Month-to-Month,2024-08-26 00:00:00,2024-11-17 00:00:00
C00680,Basic,18.92,Annual,2025-11-29 00:00:00,
C00681,Standard,41.57,Quarterly,2025-04-09 00:00:00,
C00682,Ent,20.47,Month-to-Month,2023-06-17 00:00:00,
C00683,Basic,18.62,annually,27.12.2025,
C00684,Pro,67.29,Annual,2025-12-28 00:00:00,
C00685,Basic,17.85,Quarterly,2023-07-19 00:00:00,
C00686,Standard,38.7,Month-to-Month,2025-06-24 00:00:00,
C00687,Enterprise,186.64,Month-to-Month,04/04/2024,
C00688,Standard,35.71,Annual,2024-11-05 00:00:00,
C00689,Basic,19.11,Month-to-Month,2024-05-23 00:00:00,
C00690,Standard,46.58,Month-to-Month,2025-06-06 00:00:00,
C00691,Pro,75.91,Month-to-Month,2026-01-29 00:00:00,
C00692,Basic,-19.99,Month-to-Month,2025-06-22 00:00:00,06.01.2026
C00693,Basic,17.01,Annual,2025-11-22 00:00:00,
C00694,Standard,42.88,Annual,12/16/2025,2025-12-28 00:00:00
C00695,Pro,84.53,Month-to-Month,2023-04-26 00:00:00,
C00696,PRO ,20.22,Quarterly,2023-10-22 00:00:00,
C00697,Basic,21.07,,2025-04-05 00:00:00,
C00698,Enterprise,192.2,Quarterly,2024-10-31 00:00:00,
C00699,Basic,18.54,Month-to-Month,03/12/2023,
C00700,Basic,21.6,Annual,2023-05-02 00:00:00,
C00701,Standard,40.97,Quarterly,2024-08-10 00:00:00,
C00702,Basic,15.63,Annual,2024-12-05 00:00:00,
C00703,Basic,19.69,Annual,2023-07-15 00:00:00,
C00704,Standard,37.19,Month-to-Month,2023-07-16 00:00:00,2024-03-13 00:00:00
C00705,Standard,41.8,Annual,2023-06-01 00:00:00,
C00706,Standard,40.27,Annual,10/11/2024,
C00707,Basic,16.35,Month-to-Month,2023-01-22 00:00:00,
C00708,Standard,39.84,Quarterly,2024-10-12 00:00:00,
C00709,Standard,39.66,Month-to-Month,2024-06-26 00:00:00,
C00710,Pro,81.3,Month-to-Month,2024-06-16 00:00:00,
C00711,Pro,82.64,Quarterly,02/15/2025,
C00712,Standard,43.67,Month-to-Month,2024-08-19 00:00:00,
C00713,Pro,81.62,Month-to-Month,2025-04-05 00:00:00,
C00714,Pro,79.14,Month-to-Month,2025-05-23 00:00:00,
C00715,Basic,20.74,Annual,2025-11-07 00:00:00,2026-01-29 00:00:00
C00716,Pro,93.17,Quarterly,2025-06-22 00:00:00,
C00717,Pro,84.78,Month-to-Month,2024-08-10 00:00:00,2025-09-09 00:00:00
C00718,Basic,19.31,Annual,2024-07-12 00:00:00,
C00719,Basic,19.66,Annual,2023-10-01 00:00:00,
C00720,Standard,39.8,Annual,2024-11-15 00:00:00,
C00721,Standard,39.06,Annual,2023-06-08 00:00:00,
C00722,Standard,45.76,Quarterly,2025-11-28 00:00:00,2026-01-18 00:00:00
C00723,Standard,36.66,Month-to-Month,2025-08-13 00:00:00,
C00724,Basic,20.76,Month-to-Month,2023-05-16 00:00:00,
C00725,PRO ,18.81,Annual,2025-06-14 00:00:00,
C00726,Pro,69.64,Month-to-Month,2023-05-15 00:00:00,
C00727,Basic,18.71,Month-to-Month,2025-04-03,2025-10-29 00:00:00
C00728,Standard,37.29,Month-to-Month,2023-04-23 00:00:00,
C00729,Basic,19.88,Month-to-Month,2024-07-14 00:00:00,
C00730,Standard,39.28,Quarterly,2025-01-22 00:00:00,
C00731,Standard,35.81,Month-to-Month,2025-04-08 00:00:00,
C00732,Basic,21.24,Annual,04/21/2024,
C00733,Standard,42.4,Annual,2025-11-13 00:00:00,
C00734,Standard,43.95,Month-to-Month,2025-05-27 00:00:00,
C00735,Basic,19.36,Month-to-Month,09/05/2023,
C00736,Basic,18.95,Month-to-Month,2025-02-02 00:00:00,
C00737,Standard,41.2,Month-to-Month,2025-04-10 00:00:00,
C00738,Standard,37.2,Month-to-Month,2024-01-22 00:00:00,
C00739,Standard,39.41,Annual,2025-04-13 00:00:00,
C00740,Pro,77.89,Month-to-Month,17.10.2025,
C00741,Basic,16.78,Month-to-Month,2025-07-20 00:00:00,2026-01-10 00:00:00
C00742,Basic,19.19,Month-to-Month,2025-05-20 00:00:00,01.01.2026
C00743,Standard,37.62,Month-to-Month,2024-12-19 00:00:00,
C00744,Standard,38.24,,2023-11-01 00:00:00,2025-03-01 00:00:00
C00745,Pro,81.3,Quarterly,2025-06-17 00:00:00,
C00746,Basic,20.93,Month-to-Month,2024-02-27 00:00:00,
C00747,Standard,36.35,Month-to-Month,08/25/2024,2025-08-26 00:00:00
C00748,Standard,37.95,Annual,2023-12-21 00:00:00,
C00749,Basic,17.84,Annual,2023-12-27 00:00:00,2025-03-26 00:00:00
C00750,Standard,36.41,Annual,07/10/2023,
C00751,Standard,37.14,Month-to-Month,2025-12-22 00:00:00,
C00752,Basic,18.7,Annual,2023-06-16 00:00:00,
C00753,Basic,19.89,Month-to-Month,2023-04-10 00:00:00,
C00754,Basic,19.49,Annual,2025-11-22 00:00:00,
C00755,Pro,72.32,Month-to-Month,2024-09-20 00:00:00,2026-01-23 00:00:00
C00756,Basic,20.97,M2M,2024-05-10 00:00:00,
C00757,Basic,20.44,Annual,2025-04-20 00:00:00,
C00758,Basic,17.63,Annual,2024-03-11 00:00:00,
C00759,Basic,20.86,Month-to-Month,2023-06-02 00:00:00,
C00760,Basic,19.5,Annual,2025-04-08 00:00:00,2025-07-12
C00761,Standard,38.51,Annual,2023-07-27 00:00:00,
C00762,Basic,19.54,Month-to-Month,2024-09-24 00:00:00,
C00763,Basic,18.96,Month-to-Month,2025-12-13 00:00:00,
C00764,Basic,19.83,Month-to-Month,2025-12-04 00:00:00,
C00765,Basic,19.28,Month-to-Month,2024-02-13 00:00:00,
C00766,Basic,18.49,Annual,2025-06-05 00:00:00,2025-12-06 00:00:00
C00767,Standard,32.68,Month-to-Month,2024-11-26 00:00:00,
C00768,Standard,40.64,Annual,2024-07-01 00:00:00,
C00769,Standard,37.83,Annual,09.06.2023,
C00770,Basic,20.18,Annual,2024-03-04 00:00:00,
C00771,Pro,82.04,Annual,2025-01-18 00:00:00,
C00772,basic,37.92,Annual,2026-01-28 00:00:00,
C00773,,20.55,Month-to-Month,2023-01-12 00:00:00,2023-03-01 00:00:00
C00774,Standard,39.64,Month-to-Month,2025-03-20 00:00:00,
C00775,Pro,80.03,Qtr,2025-08-20 00:00:00,2026-01-16 00:00:00
C00776,Basic,18.79,Quarterly,2025-12-11 00:00:00,
C00777,Basic,,Month-to-Month,2024-04-26 00:00:00,2025-10-09 00:00:00
C00778,Standard,36.77,Quarterly,2023-05-15 00:00:00,
C00779,Basic,18.51,Quarterly,2023-11-06 00:00:00,
C00780,Enterprise,179.3,Month-to-Month,2025-08-19 00:00:00,
C00781,Basic,0.0,Annual,2025-09-16 00:00:00,
C00782,Basic,18.12,Annual,2024-12-26 00:00:00,
C00783,Basic,18.29,Month-to-Month,2023-06-02 00:00:00,2023-12-28 00:00:00
C00784,Basic,18.21,Month-to-Month,2023-05-19 00:00:00,
C00785,Pro,79.4,Month-to-Month,2024-06-22 00:00:00,2024-10-25 00:00:00
C00786,Pro,71.1,Annual,2024-10-25 00:00:00,
C00787,Pro,64.82,Month-to-Month,2023-02-14 00:00:00,
C00788,Standard,40.43,Annual,2025-02-24 00:00:00,
C00789,Standard,32.41,Annual,2024-09-09 00:00:00,
C00790,Basic,20.3,Annual,2023-01-15 00:00:00,
C00791,Basic,21.37,Month-to-Month,2023-04-19 00:00:00,
C00792,Pro,77.96,Month-to-Month,2024-06-05 00:00:00,08/22/2024
C00793,Standard,43.05,Month-to-Month,2025-03-30 00:00:00,
C00794,Standard,38.92,Month-to-Month,2025-07-24 00:00:00,
C00795,Standard,43.99,,04.05.2024,
C00796,Pro,76.12,Month-to-Month,2023-12-12 00:00:00,
C00797,Basic,15.41,Month-to-Month,2026-01-01 00:00:00,
C00798,Standard,38.75,Annual,2024-06-10 00:00:00,
C00799,Standard,44.33,Month-to-Month,2024-01-02 00:00:00,2025-03-11 00:00:00
C00800,Pro,82.38,Month-to-Month,2024-05-13,
C00801,Basic,18.22,Quarterly,2023-01-17 00:00:00,
C00802,Basic,19.5,Month-to-Month,2023-12-20 00:00:00,
C00803,Ent,42.03,Quarterly,2024-08-17 00:00:00,
C00804,Pro,78.46,Annual,2025-11-07 00:00:00,
C00805,Enterprise,240.81,Month-to-Month,2025-04-13 00:00:00,
C00806,Standard,37.39,Quarterly,2025-06-03 00:00:00,
C00807,Basic,20.52,Quarterly,2024-09-20 00:00:00,
C00808,Basic,20.16,Annual,2023-05-15 00:00:00,
C00809,Standard,36.82,Month-to-Month,2024-03-17 00:00:00,
C00810,Basic,18.35,,2026-02-07 00:00:00,2026-01-14 00:00:00
C00811,Standard,42.18,Month-to-Month,2023-02-21 00:00:00,
C00812,Pro,79.92,Annual,09/21/2025,
C00813,Basic,19.51,Month-to-Month,2025-02-17 00:00:00,
C00814,Basic,16.51,Month-to-Month,2023-11-21 00:00:00,
C00815,Basic,20.0,Month-to-Month,2025-06-05 00:00:00,
C00816,Basic,19.44,Month-to-Month,2025-08-03 00:00:00,
C00817,Standard,,Month-to-Month,2023-03-03 00:00:00,
C00818,Basic,19.55,Month-to-Month,2023-05-08 00:00:00,
C00819,Basic,18.38,Quarterly,01/24/2025,02.12.2025
C00820,PRO ,18.1,Month-to-Month,2026-02-13 00:00:00,21.01.2026
C00821,Basic,18.63,Month-to-Month,2023-02-04,
C00822,Standard,37.55,Month-to-Month,2025-01-26 00:00:00,
C00823,Standard,45.8,Month-to-Month,2023-06-03 00:00:00,
